|dates|Fulton_NewYork_UnitedStates.JHU_ConfirmedCases.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Fulton_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|198.0|0|18.0|0|0.0|0
0|2020-05-28|198.0|0|18.0|0|0.0|0
0|2020-05-29|198.0|0|18.0|0|0.0|0
0|2020-05-30|198.0|0|18.0|0|0.0|0
