|dates|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedCases.data|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|58.0|0|2.0|0|0.0|0
0|2020-05-25|60.0|0|2.0|0|0.0|0
0|2020-05-26|60.0|0|2.0|0|0.0|0
