|dates|Dougherty_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dougherty_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dougherty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1661.0|0|134.0|0|0.0|0
0|2020-05-18|1664.0|0|135.0|0|0.0|0
0|2020-05-19|1668.0|0|139.0|0|0.0|0
0|2020-05-20|1672.0|0|139.0|0|0.0|0
0|2020-05-21|1716.0|0|138.0|0|0.0|0
0|2020-05-22|1723.0|0|138.0|0|0.0|0
0|2020-05-23|1723.0|0|138.0|0|0.0|0
