|dates|Woodbury_Iowa_UnitedStates.JHU_ConfirmedCases.data|Woodbury_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Woodbury_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Woodbury_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Woodbury_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Woodbury_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2078.0|0|14.0|0|0.0|0
0|2020-05-15|2111.0|0|14.0|0|0.0|0
0|2020-05-16|2111.0|0|14.0|0|0.0|0
