|dates|Hubbard_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Hubbard_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Hubbard_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Hubbard_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Hubbard_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Hubbard_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|7852.0|0|455.0|0|0.0|0
0|2020-05-28|7852.0|0|455.0|0|0.0|0
0|2020-05-29|7852.0|0|455.0|0|0.0|0
0|2020-05-30|7852.0|0|455.0|0|0.0|0
