|dates|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|87.0|0|0.0|0|0.0|0
0|2020-05-28|87.0|0|0.0|0|0.0|0
0|2020-05-29|87.0|0|0.0|0|0.0|0
0|2020-05-30|87.0|0|0.0|0|0.0|0
