|dates|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedCases.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedCases.missing|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|102.0|0|0.0|0|0.0|0
0|2020-05-18|113.0|0|0.0|0|0.0|0
0|2020-05-19|117.0|0|0.0|0|0.0|0
0|2020-05-20|124.0|0|0.0|0|0.0|0
0|2020-05-21|134.0|0|0.0|0|0.0|0
0|2020-05-22|140.0|0|0.0|0|0.0|0
0|2020-05-23|140.0|0|0.0|0|0.0|0
