|dates|Phelps_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Phelps_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Phelps_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Phelps_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Phelps_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Phelps_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
