|dates|Fannin_Texas_UnitedStates.JHU_ConfirmedCases.data|Fannin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Fannin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Fannin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Fannin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Fannin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|24.0|0|1.0|0|0.0|0
0|2020-05-15|24.0|0|1.0|0|0.0|0
0|2020-05-16|24.0|0|1.0|0|0.0|0
