|dates|Wayne_Utah_UnitedStates.JHU_ConfirmedCases.data|Wayne_Utah_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5792.0|0|63.0|0|0.0|0
0|2020-05-15|5792.0|0|63.0|0|0.0|0
0|2020-05-16|5792.0|0|63.0|0|0.0|0
