|dates|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|16.0|0|0.0|0|0.0|0
0|2020-05-28|16.0|0|0.0|0|0.0|0
0|2020-05-29|16.0|0|0.0|0|0.0|0
0|2020-05-30|16.0|0|0.0|0|0.0|0
