|dates|Zavala_Texas_UnitedStates.JHU_ConfirmedCases.data|Zavala_Texas_UnitedStates.JHU_ConfirmedCases.missing|Zavala_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Zavala_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Zavala_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Zavala_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|0.0|0|0.0|0
0|2020-05-18|9.0|0|0.0|0|0.0|0
0|2020-05-19|9.0|0|0.0|0|0.0|0
0|2020-05-20|10.0|0|0.0|0|0.0|0
0|2020-05-21|11.0|0|0.0|0|0.0|0
0|2020-05-22|11.0|0|0.0|0|0.0|0
0|2020-05-23|11.0|0|0.0|0|0.0|0
