|dates|Roberts_Texas_UnitedStates.JHU_ConfirmedCases.data|Roberts_Texas_UnitedStates.JHU_ConfirmedCases.missing|Roberts_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Roberts_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Roberts_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Roberts_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
