|dates|Sullivan_NewYork_UnitedStates.JHU_ConfirmedCases.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1231.0|0|25.0|0|0.0|0
0|2020-05-18|1246.0|0|25.0|0|0.0|0
0|2020-05-19|1258.0|0|28.0|0|0.0|0
0|2020-05-20|1267.0|0|28.0|0|0.0|0
0|2020-05-21|1281.0|0|28.0|0|0.0|0
0|2020-05-22|1287.0|0|28.0|0|0.0|0
0|2020-05-23|1287.0|0|28.0|0|0.0|0
