|dates|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedCases.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5662.0|0|270.0|0|0.0|0
0|2020-05-18|5662.0|0|270.0|0|0.0|0
0|2020-05-19|5662.0|0|270.0|0|0.0|0
0|2020-05-20|5662.0|0|270.0|0|0.0|0
0|2020-05-21|5662.0|0|270.0|0|0.0|0
0|2020-05-22|5662.0|0|270.0|0|0.0|0
0|2020-05-23|5662.0|0|270.0|0|0.0|0
