|dates|Marion_Florida_UnitedStates.JHU_ConfirmedCases.data|Marion_Florida_UnitedStates.JHU_ConfirmedCases.missing|Marion_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|222.0|0|5.0|0|0.0|0
0|2020-05-18|223.0|0|5.0|0|0.0|0
0|2020-05-19|224.0|0|5.0|0|0.0|0
0|2020-05-20|228.0|0|5.0|0|0.0|0
0|2020-05-21|233.0|0|5.0|0|0.0|0
0|2020-05-22|233.0|0|5.0|0|0.0|0
0|2020-05-23|233.0|0|5.0|0|0.0|0
