|dates|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|3.0|0|0.0|0
0|2020-05-18|45.0|0|3.0|0|0.0|0
0|2020-05-19|45.0|0|3.0|0|0.0|0
0|2020-05-20|45.0|0|3.0|0|0.0|0
0|2020-05-21|50.0|0|3.0|0|0.0|0
0|2020-05-22|50.0|0|3.0|0|0.0|0
0|2020-05-23|50.0|0|3.0|0|0.0|0
