|dates|Liberty_Florida_UnitedStates.JHU_ConfirmedCases.data|Liberty_Florida_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|199.0|0|0.0|0|0.0|0
0|2020-05-15|199.0|0|0.0|0|0.0|0
0|2020-05-16|199.0|0|0.0|0|0.0|0
