|dates|Adair_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Adair_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Adair_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|91.0|0|14.0|0|0.0|0
0|2020-05-15|92.0|0|14.0|0|0.0|0
0|2020-05-16|92.0|0|14.0|0|0.0|0
