|dates|Hinds_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Hinds_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Hinds_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|893.0|0|24.0|0|0.0|0
0|2020-05-25|898.0|0|24.0|0|0.0|0
0|2020-05-26|898.0|0|24.0|0|0.0|0
