|dates|Whitley_Indiana_UnitedStates.JHU_ConfirmedCases.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Whitley_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Whitley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|2.0|0|0.0|0
0|2020-05-18|28.0|0|2.0|0|0.0|0
0|2020-05-19|27.0|0|2.0|0|0.0|0
0|2020-05-20|28.0|0|2.0|0|0.0|0
0|2020-05-21|29.0|0|2.0|0|0.0|0
0|2020-05-22|31.0|0|2.0|0|0.0|0
0|2020-05-23|31.0|0|2.0|0|0.0|0
