|dates|Northumberland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Northumberland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Northumberland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Northumberland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Northumberland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Northumberland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|1.0|0|0.0|0
0|2020-05-18|18.0|0|1.0|0|0.0|0
0|2020-05-19|20.0|0|1.0|0|0.0|0
0|2020-05-20|21.0|0|1.0|0|0.0|0
0|2020-05-21|21.0|0|1.0|0|0.0|0
0|2020-05-22|22.0|0|1.0|0|0.0|0
0|2020-05-23|22.0|0|1.0|0|0.0|0
