|dates|Logan_Ohio_UnitedStates.JHU_ConfirmedCases.data|Logan_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Logan_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|23.0|0|0.0|0|0.0|0
0|2020-05-15|24.0|0|0.0|0|0.0|0
0|2020-05-16|24.0|0|0.0|0|0.0|0
