|dates|Atkinson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Atkinson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Atkinson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|20.0|0|2.0|0|0.0|0
0|2020-05-18|22.0|0|2.0|0|0.0|0
0|2020-05-19|22.0|0|2.0|0|0.0|0
0|2020-05-20|24.0|0|2.0|0|0.0|0
0|2020-05-21|26.0|0|2.0|0|0.0|0
0|2020-05-22|26.0|0|2.0|0|0.0|0
0|2020-05-23|26.0|0|2.0|0|0.0|0
