|dates|Comal_Texas_UnitedStates.JHU_ConfirmedCases.data|Comal_Texas_UnitedStates.JHU_ConfirmedCases.missing|Comal_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Comal_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Comal_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Comal_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|83.0|0|6.0|0|0.0|0
0|2020-05-28|83.0|0|6.0|0|0.0|0
0|2020-05-29|83.0|0|6.0|0|0.0|0
0|2020-05-30|83.0|0|6.0|0|0.0|0
