|dates|Rhea_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Rhea_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Rhea_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7.0|0|0.0|0|0.0|0
0|2020-05-18|10.0|0|0.0|0|0.0|0
0|2020-05-19|15.0|0|0.0|0|0.0|0
0|2020-05-20|15.0|0|0.0|0|0.0|0
0|2020-05-21|188.0|0|0.0|0|0.0|0
0|2020-05-22|193.0|0|0.0|0|0.0|0
0|2020-05-23|193.0|0|0.0|0|0.0|0
