|dates|Shelby_Texas_UnitedStates.JHU_ConfirmedCases.data|Shelby_Texas_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|175.0|0|5.0|0|0.0|0
0|2020-05-18|175.0|0|5.0|0|0.0|0
0|2020-05-19|175.0|0|5.0|0|0.0|0
0|2020-05-20|177.0|0|5.0|0|0.0|0
0|2020-05-21|180.0|0|5.0|0|0.0|0
0|2020-05-22|180.0|0|5.0|0|0.0|0
0|2020-05-23|180.0|0|5.0|0|0.0|0
