|dates|Williams_Ohio_UnitedStates.JHU_ConfirmedCases.data|Williams_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Williams_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Williams_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Williams_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Williams_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|51.0|0|1.0|0|0.0|0
0|2020-05-25|52.0|0|1.0|0|0.0|0
0|2020-05-26|52.0|0|1.0|0|0.0|0
