|dates|Titus_Texas_UnitedStates.JHU_ConfirmedCases.data|Titus_Texas_UnitedStates.JHU_ConfirmedCases.missing|Titus_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Titus_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Titus_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Titus_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|347.0|0|2.0|0|0.0|0
0|2020-05-28|347.0|0|2.0|0|0.0|0
0|2020-05-29|347.0|0|2.0|0|0.0|0
0|2020-05-30|347.0|0|2.0|0|0.0|0
