|dates|Marshall_Iowa_UnitedStates.JHU_ConfirmedCases.data|Marshall_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|878.0|0|15.0|0|0.0|0
0|2020-05-28|878.0|0|15.0|0|0.0|0
0|2020-05-29|878.0|0|15.0|0|0.0|0
0|2020-05-30|878.0|0|15.0|0|0.0|0
