|dates|Dodge_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dodge_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dodge_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dodge_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dodge_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dodge_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|39.0|0|2.0|0|0.0|0
0|2020-05-18|44.0|0|2.0|0|0.0|0
0|2020-05-19|44.0|0|2.0|0|0.0|0
0|2020-05-20|47.0|0|2.0|0|0.0|0
0|2020-05-21|47.0|0|2.0|0|0.0|0
0|2020-05-22|48.0|0|2.0|0|0.0|0
0|2020-05-23|48.0|0|2.0|0|0.0|0
