|dates|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|27.0|0|1.0|0|0.0|0
0|2020-05-28|27.0|0|1.0|0|0.0|0
0|2020-05-29|27.0|0|1.0|0|0.0|0
0|2020-05-30|27.0|0|1.0|0|0.0|0
