|dates|Berrien_Michigan_UnitedStates.JHU_ConfirmedCases.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Berrien_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Berrien_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|600.0|0|48.0|0|0.0|0
0|2020-05-28|600.0|0|48.0|0|0.0|0
0|2020-05-29|600.0|0|48.0|0|0.0|0
0|2020-05-30|600.0|0|48.0|0|0.0|0
