|dates|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|33.0|0|3.0|0|0.0|0
0|2020-05-18|33.0|0|3.0|0|0.0|0
0|2020-05-19|33.0|0|3.0|0|0.0|0
0|2020-05-20|33.0|0|3.0|0|0.0|0
0|2020-05-21|34.0|0|3.0|0|0.0|0
0|2020-05-22|34.0|0|3.0|0|0.0|0
0|2020-05-23|34.0|0|3.0|0|0.0|0
