|dates|Vinton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Vinton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Vinton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Vinton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Vinton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Vinton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
