|dates|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|715.0|0|54.0|0|0.0|0
0|2020-05-18|735.0|0|54.0|0|0.0|0
0|2020-05-19|770.0|0|54.0|0|0.0|0
0|2020-05-20|786.0|0|55.0|0|0.0|0
0|2020-05-21|787.0|0|55.0|0|0.0|0
0|2020-05-22|796.0|0|55.0|0|0.0|0
0|2020-05-23|796.0|0|55.0|0|0.0|0
