|dates|Cowlitz_Washington_UnitedStates.JHU_ConfirmedCases.data|Cowlitz_Washington_UnitedStates.JHU_ConfirmedCases.missing|Cowlitz_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Cowlitz_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Cowlitz_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Cowlitz_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|68.0|0|0.0|0|0.0|0
0|2020-05-18|68.0|0|0.0|0|0.0|0
0|2020-05-19|69.0|0|0.0|0|0.0|0
0|2020-05-20|70.0|0|0.0|0|0.0|0
0|2020-05-21|71.0|0|0.0|0|0.0|0
0|2020-05-22|71.0|0|0.0|0|0.0|0
0|2020-05-23|71.0|0|0.0|0|0.0|0
