|dates|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedCases.data|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|316.0|0|0.0|0|0.0|0
0|2020-05-15|333.0|0|0.0|0|0.0|0
0|2020-05-16|333.0|0|0.0|0|0.0|0
