|dates|Whitfield_Georgia_UnitedStates.JHU_ConfirmedCases.data|Whitfield_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Whitfield_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Whitfield_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Whitfield_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Whitfield_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|175.0|0|6.0|0|0.0|0
0|2020-05-15|177.0|0|6.0|0|0.0|0
0|2020-05-16|177.0|0|6.0|0|0.0|0
