|dates|Grenada_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Grenada_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Grenada_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|75.0|0|2.0|0|0.0|0
0|2020-05-25|75.0|0|2.0|0|0.0|0
0|2020-05-26|75.0|0|2.0|0|0.0|0
