|dates|Creek_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Creek_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Creek_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|84.0|0|7.0|0|0.0|0
0|2020-05-18|85.0|0|7.0|0|0.0|0
0|2020-05-19|85.0|0|7.0|0|0.0|0
0|2020-05-20|85.0|0|7.0|0|0.0|0
0|2020-05-21|87.0|0|7.0|0|0.0|0
0|2020-05-22|88.0|0|7.0|0|0.0|0
0|2020-05-23|88.0|0|7.0|0|0.0|0
