|dates|Wheatland_Montana_UnitedStates.JHU_ConfirmedCases.data|Wheatland_Montana_UnitedStates.JHU_ConfirmedCases.missing|Wheatland_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Wheatland_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Wheatland_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Wheatland_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
