|dates|Warren_Ohio_UnitedStates.JHU_ConfirmedCases.data|Warren_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Warren_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|344.0|0|19.0|0|0.0|0
0|2020-05-28|344.0|0|19.0|0|0.0|0
0|2020-05-29|344.0|0|19.0|0|0.0|0
0|2020-05-30|344.0|0|19.0|0|0.0|0
