|dates|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|32.0|0|1.0|0|0.0|0
0|2020-05-18|32.0|0|2.0|0|0.0|0
0|2020-05-19|32.0|0|2.0|0|0.0|0
0|2020-05-20|32.0|0|2.0|0|0.0|0
0|2020-05-21|36.0|0|2.0|0|0.0|0
0|2020-05-22|36.0|0|2.0|0|0.0|0
0|2020-05-23|36.0|0|2.0|0|0.0|0
