|dates|Russell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Russell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Russell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|22.0|0|4.0|0|0.0|0
0|2020-05-25|22.0|0|4.0|0|0.0|0
0|2020-05-26|22.0|0|4.0|0|0.0|0
