|dates|Hendricks_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hendricks_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hendricks_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|997.0|0|57.0|0|0.0|0
0|2020-05-15|1012.0|0|57.0|0|0.0|0
0|2020-05-16|1012.0|0|57.0|0|0.0|0
