|dates|Wayne_Georgia_UnitedStates.JHU_ConfirmedCases.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|0.0|0|0.0|0
0|2020-05-28|18.0|0|0.0|0|0.0|0
0|2020-05-29|18.0|0|0.0|0|0.0|0
0|2020-05-30|18.0|0|0.0|0|0.0|0
