|dates|Cullman_Alabama_UnitedStates.JHU_ConfirmedCases.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Cullman_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Cullman_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|69.0|0|0.0|0|0.0|0
0|2020-05-18|69.0|0|0.0|0|0.0|0
0|2020-05-19|70.0|0|0.0|0|0.0|0
0|2020-05-20|71.0|0|0.0|0|0.0|0
0|2020-05-21|72.0|0|0.0|0|0.0|0
0|2020-05-22|73.0|0|0.0|0|0.0|0
0|2020-05-23|73.0|0|0.0|0|0.0|0
