|dates|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|90.0|0|5.0|0|0.0|0
0|2020-05-28|90.0|0|5.0|0|0.0|0
0|2020-05-29|90.0|0|5.0|0|0.0|0
0|2020-05-30|90.0|0|5.0|0|0.0|0
