|dates|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|228.0|0|19.0|0|0.0|0
0|2020-05-15|233.0|0|19.0|0|0.0|0
0|2020-05-16|233.0|0|19.0|0|0.0|0
