|dates|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|440.0|0|38.0|0|0.0|0
0|2020-05-25|441.0|0|38.0|0|0.0|0
0|2020-05-26|441.0|0|38.0|0|0.0|0
