|dates|Union_Georgia_UnitedStates.JHU_ConfirmedCases.data|Union_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Union_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Union_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|44.0|0|1.0|0|0.0|0
0|2020-05-28|44.0|0|1.0|0|0.0|0
0|2020-05-29|44.0|0|1.0|0|0.0|0
0|2020-05-30|44.0|0|1.0|0|0.0|0
