|dates|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|0.0|0|0.0|0
0|2020-05-18|44.0|0|0.0|0|0.0|0
0|2020-05-19|44.0|0|0.0|0|0.0|0
0|2020-05-20|44.0|0|0.0|0|0.0|0
0|2020-05-21|46.0|0|0.0|0|0.0|0
0|2020-05-22|46.0|0|0.0|0|0.0|0
0|2020-05-23|46.0|0|0.0|0|0.0|0
