|dates|Anchorage_Alaska_UnitedStates.JHU_ConfirmedCases.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Anchorage_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Anchorage_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|194.0|0|4.0|0|0.0|0
0|2020-05-15|199.0|0|4.0|0|0.0|0
0|2020-05-16|199.0|0|4.0|0|0.0|0
