|dates|Wilbarger_Texas_UnitedStates.JHU_ConfirmedCases.data|Wilbarger_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wilbarger_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wilbarger_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wilbarger_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wilbarger_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
