|dates|Putnam_Indiana_UnitedStates.JHU_ConfirmedCases.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|120.0|0|5.0|0|0.0|0
0|2020-05-18|120.0|0|5.0|0|0.0|0
0|2020-05-19|123.0|0|6.0|0|0.0|0
0|2020-05-20|126.0|0|6.0|0|0.0|0
0|2020-05-21|127.0|0|6.0|0|0.0|0
0|2020-05-22|127.0|0|6.0|0|0.0|0
0|2020-05-23|127.0|0|6.0|0|0.0|0
