|dates|Sumter_Florida_UnitedStates.JHU_ConfirmedCases.data|Sumter_Florida_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|246.0|0|16.0|0|0.0|0
0|2020-05-15|250.0|0|16.0|0|0.0|0
0|2020-05-16|250.0|0|16.0|0|0.0|0
