|dates|York_Maine_UnitedStates.JHU_ConfirmedCases.data|York_Maine_UnitedStates.JHU_ConfirmedCases.missing|York_Maine_UnitedStates.JHU_ConfirmedDeaths.data|York_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|York_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|York_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|295.0|0|8.0|0|0.0|0
0|2020-05-18|302.0|0|8.0|0|0.0|0
0|2020-05-19|307.0|0|8.0|0|0.0|0
0|2020-05-20|316.0|0|8.0|0|0.0|0
0|2020-05-21|320.0|0|8.0|0|0.0|0
0|2020-05-22|331.0|0|8.0|0|0.0|0
0|2020-05-23|331.0|0|8.0|0|0.0|0
