|dates|Harding_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Harding_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Harding_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
