|dates|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|255.0|0|7.0|0|0.0|0
0|2020-05-28|255.0|0|7.0|0|0.0|0
0|2020-05-29|255.0|0|7.0|0|0.0|0
0|2020-05-30|255.0|0|7.0|0|0.0|0
