|dates|Jackson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|147.0|0|4.0|0|0.0|0
0|2020-05-25|148.0|0|4.0|0|0.0|0
0|2020-05-26|148.0|0|4.0|0|0.0|0
