|dates|Benton_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Benton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|339.0|0|0.0|0|0.0|0
0|2020-05-28|339.0|0|0.0|0|0.0|0
0|2020-05-29|339.0|0|0.0|0|0.0|0
0|2020-05-30|339.0|0|0.0|0|0.0|0
