|dates|Codington_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Codington_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Codington_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Codington_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Codington_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Codington_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|34.0|0|0.0|0|0.0|0
0|2020-05-28|34.0|0|0.0|0|0.0|0
0|2020-05-29|34.0|0|0.0|0|0.0|0
0|2020-05-30|34.0|0|0.0|0|0.0|0
