|dates|Harrison_Iowa_UnitedStates.JHU_ConfirmedCases.data|Harrison_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|17.0|0|0.0|0|0.0|0
0|2020-05-15|17.0|0|0.0|0|0.0|0
0|2020-05-16|17.0|0|0.0|0|0.0|0
